age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
25, ?,9, Never-married, ?, Black, Female,40, United-States, <=50K
46, Private,10, Married-civ-spouse, Transport-moving, White, Male,48, United-States, <=50K
62, ?,13, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
26, Self-emp-not-inc,9, Never-married, Farming-fishing, White, Male,60, United-States, <=50K
40, Private,9, Separated, Machine-op-inspct, White, Female,40, United-States, <=50K
31, Private,10, Never-married, Exec-managerial, White, Male,45, Honduras, <=50K
52, Private,9, Widowed, Transport-moving, White, Male,40, United-States, <=50K
61, Self-emp-not-inc,9, Married-civ-spouse, Other-service, Black, Male,12, United-States, <=50K
39, State-gov,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
25, Private,9, Never-married, Other-service, White, Female,40, United-States, <=50K
47, Private,13, Married-civ-spouse, Tech-support, White, Male,48, United-States, <=50K
33, Private,13, Married-civ-spouse, Machine-op-inspct, Other, Male,40, Ecuador, <=50K
17, Private,7, Never-married, Other-service, White, Male,25, United-States, <=50K
26, Private,9, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, <=50K
25, Private,9, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
39, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,16, United-States, <=50K
33, Private,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
46, Federal-gov,10, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, <=50K
27, Private,10, Separated, Adm-clerical, White, Female,20, United-States, <=50K
48, Private,9, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
29, Self-emp-not-inc,7, Married-civ-spouse, Other-service, White, Female,5, United-States, <=50K
40, Private,13, Never-married, Sales, White, Male,40, United-States, <=50K
24, Private,13, Never-married, Sales, Black, Male,40, United-States, <=50K
55, Private,13, Married-civ-spouse, Exec-managerial, Other, Male,35, India, <=50K
56, Private,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
25, Private,12, Never-married, Craft-repair, White, Male,30, United-States, <=50K
36, Private,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
26, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
37, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male,44, United-States, >50K
36, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
23, Self-emp-not-inc,7, Never-married, Craft-repair, White, Male,50, Mexico, <=50K
25, Private,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
36, State-gov,9, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
37, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male,70, ?, <=50K
39, Self-emp-inc,12, Married-civ-spouse, Sales, White, Male,48, United-States, >50K
35, Private,11, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
33, Private,7, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K
31, Private,10, Never-married, Craft-repair, White, Male,46, United-States, <=50K
49, Private,10, Married-civ-spouse, Prof-specialty, White, Male,22, United-States, <=50K
34, Self-emp-not-inc,13, Divorced, Transport-moving, White, Male,50, ?, <=50K
40, Private,9, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male,60, Trinadad&Tobago, <=50K
27, Private,10, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
50, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, White, Male,23, United-States, <=50K
38, Private,8, Never-married, Machine-op-inspct, Black, Female,50, United-States, <=50K
55, State-gov,13, Divorced, Exec-managerial, Black, Male,40, United-States, <=50K
49, Self-emp-not-inc,4, Married-civ-spouse, Other-service, White, Male,70, Italy, <=50K
40, Private,13, Married-spouse-absent, Other-service, Other, Male,40, Mexico, <=50K
42, Private,11, Divorced, Tech-support, White, Female,30, United-States, <=50K
51, Private,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
27, Private,13, Never-married, Adm-clerical, Asian-Pac-Islander, Female,50, Laos, <=50K
30, State-gov,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
70, ?,16, Married-civ-spouse, ?, White, Male,20, United-States, >50K
40, Private,6, Never-married, Other-service, Black, Female,40, United-States, <=50K
43, Self-emp-not-inc,13, Separated, Craft-repair, White, Male,35, United-States, <=50K
24, Private,9, Never-married, Other-service, White, Female,40, United-States, <=50K
22, ?,4, Never-married, ?, White, Male,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
52, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
32, Private,11, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
33, Private,11, Separated, Protective-serv, White, Female,40, United-States, <=50K
21, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
27, Private,10, Never-married, Sales, White, Male,50, United-States, <=50K
31, Private,9, Divorced, Exec-managerial, White, Male,50, United-States, <=50K
29, Private,14, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,40, Hong, >50K
49, Private,3, Married-civ-spouse, Other-service, White, Male,40, Greece, <=50K
61, ?,13, Never-married, ?, White, Male,7, United-States, >50K
46, Private,13, Married-civ-spouse, Sales, White, Male,50, Germany, >50K
37, Private,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
56, Federal-gov,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
37, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
26, Self-emp-not-inc,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
31, Private,10, Never-married, Adm-clerical, Black, Female,35, United-States, <=50K
36, Private,9, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female,40, South, <=50K
52, Private,6, Married-civ-spouse, Handlers-cleaners, White, Male,45, United-States, <=50K
40, Private,10, Divorced, Craft-repair, White, Male,60, United-States, <=50K
21, Private,9, Married-spouse-absent, Exec-managerial, White, Female,60, United-States, <=50K
63, Private,6, Separated, Machine-op-inspct, Black, Male,40, United-States, <=50K
30, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
30, Private,13, Married-civ-spouse, Sales, White, Male,20, Peru, <=50K
50, Private,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
41, Private,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
39, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
23, Private,9, Separated, Machine-op-inspct, White, Female,48, United-States, <=50K
52, Private,9, Married-civ-spouse, Sales, Black, Male,40, United-States, <=50K
17, ?,7, Never-married, ?, Black, Female,20, United-States, <=50K
46, Private,11, Divorced, Tech-support, Black, Female,40, United-States, <=50K
26, Private,10, Married-civ-spouse, Adm-clerical, White, Female,42, United-States, <=50K
30, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
23, Private,10, Divorced, Exec-managerial, White, Male,50, United-States, <=50K
21, State-gov,10, Never-married, Adm-clerical, Asian-Pac-Islander, Female,12, United-States, <=50K
39, Private,9, Married-civ-spouse, Transport-moving, White, Male,55, United-States, <=50K
37, Local-gov,11, Married-civ-spouse, Protective-serv, Black, Male,40, United-States, <=50K
40, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
38, Private,10, Divorced, Adm-clerical, Black, Female,20, United-States, <=50K
47, Private,13, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Male,35, United-States, <=50K
35, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
62, State-gov,13, Divorced, Prof-specialty, White, Male,40, United-States, >50K
32, Private,7, Divorced, Other-service, White, Female,15, United-States, <=50K
42, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
32, Private,6, Never-married, Craft-repair, White, Male,40, United-States, <=50K
27, Private,10, Never-married, Other-service, Black, Female,30, United-States, <=50K
53, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
28, Self-emp-not-inc,3, Married-civ-spouse, Handlers-cleaners, White, Male,25, Mexico, <=50K
26, Private,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
47, Private,15, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
23, Private,10, Never-married, Protective-serv, Black, Female,40, United-States, <=50K
70, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male,30, United-States, <=50K
41, State-gov,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, United-States, <=50K
43, State-gov,14, Never-married, Prof-specialty, White, Male,45, United-States, <=50K
65, Private,9, Divorced, Sales, White, Female,25, ?, <=50K
40, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
64, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
40, Private,10, Divorced, Exec-managerial, White, Male,45, United-States, <=50K
43, Private,13, Divorced, Exec-managerial, White, Male,35, United-States, <=50K
50, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Male,48, United-States, <=50K
19, ?,10, Never-married, ?, White, Female,30, United-States, <=50K
32, Self-emp-not-inc,13, Never-married, Prof-specialty, Black, Female,60, ?, <=50K
32, Private,7, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
42, Private,7, Divorced, Sales, White, Male,50, Mexico, <=50K
41, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
30, Private,10, Never-married, Exec-managerial, White, Female,40, England, <=50K
20, Private,10, Never-married, Other-service, White, Male,30, United-States, <=50K
45, State-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
42, Private,16, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
24, Private,12, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
43, Private,13, Divorced, Sales, White, Female,50, United-States, <=50K
28, Private,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
36, ?,9, Married-spouse-absent, ?, Black, Male,50, United-States, <=50K
38, Federal-gov,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
32, Local-gov,13, Divorced, Prof-specialty, White, Female,35, United-States, <=50K
50, State-gov,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Craft-repair, White, Male,55, United-States, >50K
35, Private,9, Never-married, Other-service, White, Male,40, United-States, <=50K
30, Private,14, Never-married, Adm-clerical, White, Female,40, France, <=50K
61, State-gov,3, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
27, Private,13, Never-married, Adm-clerical, White, Male,38, United-States, <=50K
61, Private,9, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
18, Private,3, Never-married, Handlers-cleaners, White, Male,40, Mexico, <=50K
31, Local-gov,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
31, Private,13, Divorced, Prof-specialty, White, Male,60, United-States, <=50K
20, Private,9, Never-married, Other-service, Black, Female,40, United-States, <=50K
35, Private,8, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
51, Private,9, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
43, Private,10, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
18, Private,7, Never-married, Handlers-cleaners, White, Male,20, United-States, <=50K
55, Private,15, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
59, Private,9, Widowed, Priv-house-serv, White, Female,40, United-States, <=50K
21, Private,9, Never-married, Other-service, White, Female,40, United-States, <=50K
22, Private,6, Never-married, Other-service, White, Female,40, United-States, <=50K
60, Federal-gov,10, Widowed, Exec-managerial, White, Female,40, England, <=50K
49, Federal-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
21, Private,9, Never-married, Handlers-cleaners, White, Female,40, United-States, <=50K
61, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
64, Private,3, Divorced, Craft-repair, White, Male,40, United-States, <=50K
63, Private,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
27, Federal-gov,13, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
23, Private,13, Never-married, Other-service, Black, Female,30, United-States, <=50K
41, State-gov,9, Divorced, Exec-managerial, White, Female,45, United-States, <=50K
18, ?,8, Never-married, ?, Black, Male,25, United-States, <=50K
40, Private,9, Married-civ-spouse, Craft-repair, White, Female,40, United-States, >50K
55, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
17, Private,6, Never-married, Other-service, White, Female,12, United-States, <=50K
34, Self-emp-not-inc,10, Never-married, Craft-repair, White, Male,60, United-States, <=50K
24, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
30, Private,15, Married-civ-spouse, Prof-specialty, White, Female,45, United-States, >50K
29, Private,14, Never-married, Exec-managerial, Asian-Pac-Islander, Male,60, United-States, <=50K
52, Private,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
57, Federal-gov,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
38, Private,13, Never-married, Tech-support, White, Female,45, United-States, <=50K
43, Private,14, Divorced, Exec-managerial, White, Female,50, United-States, >50K
61, Private,10, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
51, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
40, Private,13, Married-civ-spouse, Adm-clerical, White, Male,40, Mexico, <=50K
41, Local-gov,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
19, Private,10, Never-married, Other-service, White, Female,20, United-States, <=50K
28, Private,4, Married-civ-spouse, Farming-fishing, White, Male,40, Mexico, <=50K
59, Private,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
32, State-gov,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
31, Private,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
30, Private,12, Never-married, Machine-op-inspct, White, Male,48, United-States, <=50K
54, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
33, Private,11, Separated, Craft-repair, White, Male,42, United-States, >50K
20, Private,10, Never-married, Adm-clerical, White, Female,10, United-States, <=50K
27, ?,10, Divorced, ?, White, Female,40, United-States, <=50K
32, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male,48, United-States, <=50K
35, Private,9, Married-civ-spouse, Transport-moving, Black, Female,40, United-States, <=50K
27, Private,7, Never-married, Craft-repair, White, Male,45, United-States, <=50K
40, Private,13, Married-civ-spouse, Prof-specialty, White, Male,46, United-States, >50K
34, Private,11, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
34, Local-gov,12, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
38, Private,10, Never-married, Craft-repair, White, Female,25, United-States, <=50K
28, Private,9, Married-civ-spouse, Other-service, Other, Male,40, United-States, <=50K
65, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,27, United-States, <=50K
61, Private,10, Never-married, Tech-support, White, Male,16, United-States, <=50K
18, Private,7, Never-married, Sales, White, Female,25, United-States, <=50K
35, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
45, Private,13, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
68, ?,9, Widowed, ?, White, Female,20, United-States, <=50K
25, Private,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
48, Private,15, Divorced, Sales, White, Male,13, United-States, <=50K
19, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
43, Private,13, Never-married, Exec-managerial, Black, Female,50, United-States, >50K
54, Private,13, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
47, Self-emp-not-inc,13, Divorced, Sales, White, Male,50, United-States, <=50K
25, Private,11, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
30, Private,12, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
67, ?,10, Married-civ-spouse, ?, White, Male,8, United-States, <=50K
35, Private,9, Divorced, Handlers-cleaners, White, Female,40, United-States, <=50K
26, Private,10, Married-civ-spouse, Sales, White, Male,18, United-States, <=50K
61, Private,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
54, Private,9, Divorced, Other-service, White, Male,32, United-States, <=50K
50, Private,8, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,40, Cambodia, >50K
32, Private,5, Separated, Machine-op-inspct, White, Female,40, Columbia, <=50K
34, Private,9, Divorced, Machine-op-inspct, White, Female,25, United-States, <=50K
36, Private,9, Never-married, Other-service, White, Male,40, United-States, <=50K
50, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
28, Private,7, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Other-service, White, Female,19, United-States, <=50K
58, Private,7, Married-civ-spouse, Other-service, White, Male,20, United-States, <=50K
27, Private,3, Never-married, Other-service, White, Male,75, Mexico, <=50K
62, Private,13, Married-civ-spouse, Tech-support, White, Male,38, United-States, <=50K
36, Self-emp-inc,13, Never-married, Tech-support, White, Male,55, United-States, >50K
21, Local-gov,10, Never-married, Adm-clerical, White, Female,4, United-States, <=50K
41, Private,14, Married-civ-spouse, Prof-specialty, White, Female,45, England, <=50K
28, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, <=50K
33, Private,13, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
54, Private,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
19, Private,10, Never-married, Sales, Amer-Indian-Eskimo, Female,25, United-States, <=50K
76, Self-emp-not-inc,4, Never-married, Farming-fishing, White, Male,30, United-States, <=50K
25, ?,13, Married-civ-spouse, ?, White, Female,25, United-States, <=50K
34, Private,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
40, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
22, Private,7, Never-married, Sales, White, Female,30, United-States, <=50K
17, Private,7, Never-married, Handlers-cleaners, White, Male,15, United-States, <=50K
55, Private,10, Divorced, Other-service, White, Female,20, United-States, <=50K
51, Local-gov,10, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
26, Private,3, Married-civ-spouse, Handlers-cleaners, Other, Male,40, Mexico, <=50K
44, Private,13, Never-married, Other-service, White, Male,48, United-States, <=50K
65, ?,6, Married-civ-spouse, ?, White, Male,70, United-States, <=50K
54, Private,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
34, Self-emp-not-inc,12, Never-married, Craft-repair, White, Male,40, United-States, <=50K
42, Private,9, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
26, Private,9, Never-married, Craft-repair, White, Male,70, United-States, <=50K
39, Private,3, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40, Philippines, <=50K
46, ?,7, Widowed, ?, Black, Female,40, United-States, <=50K
34, Private,13, Never-married, Other-service, White, Male,40, El-Salvador, <=50K
59, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
20, Private,9, Never-married, Other-service, White, Male,50, United-States, <=50K
34, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, >50K
62, ?,9, Married-civ-spouse, ?, White, Female,40, Scotland, >50K
51, Private,9, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
34, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K
47, Private,13, Separated, Prof-specialty, White, Female,50, United-States, <=50K
21, ?,10, Never-married, ?, White, Male,20, United-States, <=50K
30, Self-emp-not-inc,11, Divorced, Craft-repair, White, Male,49, United-States, <=50K
38, Private,9, Separated, Sales, White, Male,60, United-States, <=50K
45, Private,13, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, >50K
23, Private,10, Never-married, Exec-managerial, White, Female,35, United-States, <=50K
34, Private,10, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
22, Private,8, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
31, Private,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
19, Private,2, Never-married, Handlers-cleaners, White, Male,52, Mexico, <=50K
28, Private,13, Married-civ-spouse, Sales, Black, Female,45, United-States, >50K
23, Private,9, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
35, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
28, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
27, Private,10, Never-married, Adm-clerical, White, Male,30, United-States, <=50K
46, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,55, United-States, <=50K
27, Private,9, Divorced, Handlers-cleaners, White, Male,40, United-States, <=50K
25, Private,6, Married-civ-spouse, Other-service, White, Female,40, United-States, <=50K
34, Self-emp-inc,10, Married-civ-spouse, Craft-repair, White, Male,70, United-States, <=50K
33, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
36, Private,10, Never-married, Craft-repair, White, Female,40, United-States, <=50K
30, Private,4, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K
23, Private,10, Married-civ-spouse, Sales, White, Female,47, United-States, <=50K
36, Private,3, Married-spouse-absent, Craft-repair, White, Male,32, Mexico, <=50K
29, Private,13, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
50, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K
19, Private,8, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
20, ?,10, Never-married, ?, White, Female,40, United-States, <=50K
52, Federal-gov,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
20, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
22, Private,11, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
34, Private,10, Married-civ-spouse, Sales, White, Male,55, United-States, >50K
60, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
19, Private,7, Never-married, Other-service, Black, Male,40, United-States, <=50K
59, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,20, United-States, <=50K
36, Private,9, Never-married, Transport-moving, White, Male,50, United-States, <=50K
25, Private,9, Never-married, Craft-repair, White, Male,40, Cuba, <=50K
49, Private,4, Divorced, Craft-repair, White, Male,70, United-States, <=50K
25, Self-emp-not-inc,9, Never-married, Other-service, White, Female,30, United-States, <=50K
50, Private,7, Divorced, Other-service, White, Female,40, United-States, <=50K
44, Private,12, Divorced, Prof-specialty, White, Female,43, United-States, <=50K
28, ?,9, Separated, ?, White, Female,40, United-States, <=50K
33, Private,10, Married-civ-spouse, Sales, White, Male,20, United-States, <=50K
40, Self-emp-inc,13, Separated, Craft-repair, White, Male,50, United-States, <=50K
56, Private,10, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
56, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
23, Private,13, Never-married, Prof-specialty, White, Male,42, United-States, <=50K
38, ?,9, Divorced, ?, Black, Female,40, United-States, <=50K
21, Private,10, Never-married, Prof-specialty, White, Female,10, United-States, <=50K
67, Private,4, Married-civ-spouse, Craft-repair, White, Male,24, United-States, <=50K
54, State-gov,11, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
50, Local-gov,9, Never-married, Other-service, Black, Female,40, United-States, <=50K
59, Private,4, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
51, Private,7, Widowed, Handlers-cleaners, Black, Female,40, United-States, <=50K
30, Private,9, Separated, Exec-managerial, White, Female,29, United-States, <=50K
42, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
64, ?,9, Widowed, ?, White, Female,20, United-States, <=50K
61, ?,13, Never-married, ?, White, Female,45, United-States, <=50K
26, Private,13, Never-married, Sales, White, Male,40, United-States, <=50K
47, Private,11, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
78, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male,3, United-States, >50K
24, Self-emp-not-inc,9, Divorced, Craft-repair, White, Male,50, United-States, <=50K
27, Private,7, Separated, Farming-fishing, White, Male,40, Puerto-Rico, <=50K
51, Private,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
46, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
55, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Male,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
36, ?,10, Never-married, ?, White, Male,30, United-States, <=50K
19, Private,9, Never-married, Other-service, White, Female,20, United-States, <=50K
30, Private,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
31, Self-emp-not-inc,12, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
26, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,96, United-States, <=50K
59, ?,12, Married-civ-spouse, ?, White, Male,35, United-States, >50K
53, Private,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
24, Local-gov,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
24, Private,10, Separated, Prof-specialty, White, Male,54, United-States, <=50K
36, Private,9, Divorced, Exec-managerial, White, Female,50, United-States, <=50K
39, Private,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
53, Private,9, Divorced, Machine-op-inspct, Black, Male,32, United-States, <=50K
75, Self-emp-inc,9, Widowed, Sales, Asian-Pac-Islander, Male,35, United-States, >50K
36, Private,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
46, Self-emp-inc,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
56, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
29, Private,9, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
60, Private,5, Married-civ-spouse, Machine-op-inspct, White, Male,49, United-States, <=50K
58, Private,9, Widowed, Sales, White, Male,38, United-States, <=50K
67, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,55, United-States, <=50K
35, Private,10, Married-civ-spouse, Prof-specialty, White, Male,38, United-States, >50K
39, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male,80, United-States, <=50K
37, Private,10, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
54, ?,10, Married-civ-spouse, ?, White, Male,50, United-States, <=50K
63, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,30, United-States, <=50K
47, Private,7, Divorced, Other-service, White, Female,38, United-States, <=50K
23, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
55, Private,9, Separated, Machine-op-inspct, White, Male,45, United-States, <=50K
49, Private,7, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
39, Private,11, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
23, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
19, Private,10, Never-married, Other-service, White, Female,12, United-States, <=50K
44, Private,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
